term,score,new_main_category,sentiment,review_count,word_count
leaves,0.03884434810965872,Sun Protection,neutral,11287,50
moisturizer,0.03868623399416442,Sun Protection,neutral,11287,50
smell,0.038680226824954346,Sun Protection,neutral,11287,50
thick,0.038091138795156194,Sun Protection,neutral,11287,50
tried,0.037580788403969674,Sun Protection,neutral,11287,50
work,0.035726158273560134,Sun Protection,neutral,11287,50
sunscreens,0.03538144280078618,Sun Protection,neutral,11287,50
recommend,0.034684794613436654,Sun Protection,neutral,11287,50
works,0.033881610428930536,Sun Protection,neutral,11287,50
long,0.031868404349957954,Sun Protection,neutral,11287,50
wear,0.029748393119533877,Sun Protection,neutral,11287,50
few,0.02963558618407955,Sun Protection,neutral,11287,50
hard,0.027774839125948147,Sun Protection,neutral,11287,50
small,0.02773855667045505,Sun Protection,neutral,11287,50
light,0.027681632275753147,Sun Protection,neutral,11287,50
tinted,0.027309780701257686,Sun Protection,neutral,11287,50
definitely,0.026720948165281345,Sun Protection,neutral,11287,50
need,0.02533362252824388,Sun Protection,neutral,11287,50
price,0.025282034938485045,Sun Protection,neutral,11287,50
daily,0.025222448009206866,Sun Protection,neutral,11287,50
rub,0.025039226938293597,Sun Protection,neutral,11287,50
tint,0.024725324828884555,Sun Protection,neutral,11287,50
tube,0.02427186456639457,Sun Protection,neutral,11287,50
lot,0.023256339184571123,Sun Protection,neutral,11287,50
ingredients,0.023227336975881654,Sun Protection,neutral,11287,50
mineral,0.023160154583732852,Sun Protection,neutral,11287,50
expensive,0.022999166951904494,Sun Protection,neutral,11287,50
cream,0.022981272831654416,Sun Protection,neutral,11287,50
super,0.02291350488455792,Sun Protection,neutral,11287,50
foundation,0.022837685265819377,Sun Protection,neutral,11287,50
applying,0.022132839229239934,Sun Protection,neutral,11287,50
hours,0.0220089760878671,Sun Protection,neutral,11287,50
enough,0.021781463932396352,Sun Protection,neutral,11287,50
scent,0.02159997042309688,Sun Protection,neutral,11287,50
pretty,0.021562984376558382,Sun Protection,neutral,11287,50
better,0.021141163744699414,Sun Protection,neutral,11287,50
zinc,0.02108705384180381,Sun Protection,neutral,11287,50
found,0.020724062076050237,Sun Protection,neutral,11287,50
oil,0.019792078856281908,Sun Protection,neutral,11287,50
protection,0.08363811892624552,Sun Protection,positive,37634,50
oily,0.07114274410761928,Sun Protection,positive,37634,50
light,0.05784667592547999,Sun Protection,positive,37634,50
greasy,0.052859854079051694,Sun Protection,positive,37634,50
smooth,0.05248022943849741,Sun Protection,positive,37634,50
spf,0.05207602796831875,Sun Protection,positive,37634,50
used,0.049495169290963405,Sun Protection,positive,37634,50
makeup,0.049321579766575266,Sun Protection,positive,37634,50
dry,0.04539756156961018,Sun Protection,positive,37634,50
works,0.04488504664069749,Sun Protection,positive,37634,50
little,0.04230947521595738,Sun Protection,positive,37634,50
sensitive,0.04226629612601062,Sun Protection,positive,37634,50
moisturizer,0.040764577209347286,Sun Protection,positive,37634,50
easy,0.04065450880306143,Sun Protection,positive,37634,50
smell,0.03892059247171569,Sun Protection,positive,37634,50
look,0.03624336600244677,Sun Protection,positive,37634,50
sunscreens,0.036151280323563545,Sun Protection,positive,37634,50
cast,0.03562132489131199,Sun Protection,positive,37634,50
excellent,0.03362962326738289,Sun Protection,positive,37634,50
recommend,0.03356148591620321,Sun Protection,positive,37634,50
perfect,0.03146066931516027,Sun Protection,positive,37634,50
coverage,0.031303323709645225,Sun Protection,positive,37634,50
tint,0.031160547534949755,Sun Protection,positive,37634,50
wear,0.030848605111075685,Sun Protection,positive,37634,50
tried,0.030542134418073286,Sun Protection,positive,37634,50
scent,0.03044172132639394,Sun Protection,positive,37634,50
price,0.02970928585932332,Sun Protection,positive,37634,50
tinted,0.029582176485539548,Sun Protection,positive,37634,50
foundation,0.02888818828104503,Sun Protection,positive,37634,50
leaves,0.028380960715968056,Sun Protection,positive,37634,50
easily,0.027941365941658854,Sun Protection,positive,37634,50
need,0.026237469874802802,Sun Protection,positive,37634,50
most,0.025621569457917878,Sun Protection,positive,37634,50
better,0.025602276932888565,Sun Protection,positive,37634,50
super,0.02557082733292011,Sun Protection,positive,37634,50
long,0.024557000908504965,Sun Protection,positive,37634,50
definitely,0.024388397758173298,Sun Protection,positive,37634,50
moisturizing,0.024175246356038686,Sun Protection,positive,37634,50
daily,0.023514483858537508,Sun Protection,positive,37634,50
work,0.023278541686656613,Sun Protection,positive,37634,50
found,0.02279194316681384,Sun Protection,positive,37634,50
matte,0.02242390113187998,Sun Protection,positive,37634,50
cream,0.022118398492133713,Sun Protection,positive,37634,50
mineral,0.022092978342950244,Sun Protection,positive,37634,50
pretty,0.021424733253409177,Sun Protection,positive,37634,50
fair,0.021382873172107367,Sun Protection,positive,37634,50
sunblock,0.02136127352427071,Sun Protection,positive,37634,50
lot,0.02125793812565705,Sun Protection,positive,37634,50
ingredients,0.02063217007969127,Sun Protection,positive,37634,50
zinc,0.018767958644128908,Sun Protection,positive,37634,50
