term,score,new_main_category,tag,review_count,word_count
plastic,0.027034612034495566,Skincare,Packing,48808,50
order,0.026433476342121415,Skincare,Packing,48808,50
oil,0.025054211003648765,Skincare,Packing,48808,50
quick,0.023688764426912468,Skincare,Packing,48808,50
inside,0.02334052725332165,Skincare,Packing,48808,50
moisturizer,0.022758721275874756,Skincare,Packing,48808,50
works,0.02254784688210629,Skincare,Packing,48808,50
gift,0.022340161207556875,Skincare,Packing,48808,50
boxes,0.022098665634071823,Skincare,Packing,48808,50
top,0.021203348821416765,Skincare,Packing,48808,50
lip,0.020883318830129394,Skincare,Packing,48808,50
recommend,0.02016507931257134,Skincare,Packing,48808,50
happy,0.01965176803415588,Skincare,Packing,48808,50
bag,0.01953733598031625,Skincare,Packing,48808,50
body,0.019260221192652735,Skincare,Packing,48808,50
purchase,0.01923439226057247,Skincare,Packing,48808,50
container,0.019206729635127952,Skincare,Packing,48808,50
better,0.019099930757111173,Skincare,Packing,48808,50
return,0.019085607739322153,Skincare,Packing,48808,50
definitely,0.01838892977949139,Skincare,Packing,48808,50
tried,0.018239919806623577,Skincare,Packing,48808,50
jar,0.01797493331565911,Skincare,Packing,48808,50
long,0.017539948401392533,Skincare,Packing,48808,50
shipping,0.016964591769000267,Skincare,Packing,48808,50
soaps,0.016677006178674892,Skincare,Packing,48808,50
purchased,0.016662911375101706,Skincare,Packing,48808,50
pump,0.015897886196688072,Skincare,Packing,48808,50
mask,0.01492173166944325,Skincare,Packing,48808,50
bar,0.014293940062175913,Skincare,Packing,48808,50
bars,0.013235294373347143,Skincare,Packing,48808,50
dry,0.08945510992014928,Skincare,Quality,1386392,50
soft,0.06706351716755482,Skincare,Quality,1386392,50
soap,0.06322100885549527,Skincare,Quality,1386392,50
smell,0.059973621265627025,Skincare,Quality,1386392,50
scent,0.05743917618618995,Skincare,Quality,1386392,50
clean,0.05414796846033015,Skincare,Quality,1386392,50
used,0.05145891636849294,Skincare,Quality,1386392,50
smooth,0.04620611524733985,Skincare,Quality,1386392,50
works,0.038612437349442134,Skincare,Quality,1386392,50
price,0.03595341315795845,Skincare,Quality,1386392,50
sensitive,0.035509220421320806,Skincare,Quality,1386392,50
moisturizer,0.034728830753458624,Skincare,Quality,1386392,50
little,0.03464474342951302,Skincare,Quality,1386392,50
oily,0.03417630519444571,Skincare,Quality,1386392,50
oil,0.034041085377204426,Skincare,Quality,1386392,50
leaves,0.03247107148924192,Skincare,Quality,1386392,50
wash,0.03244997011726455,Skincare,Quality,1386392,50
body,0.03206234004220859,Skincare,Quality,1386392,50
cream,0.031839867872309406,Skincare,Quality,1386392,50
recommend,0.03083725296008856,Skincare,Quality,1386392,50
excellent,0.02985958528003314,Skincare,Quality,1386392,50
cleanser,0.028770728474521882,Skincare,Quality,1386392,50
hands,0.027739021314369013,Skincare,Quality,1386392,50
long,0.027495249155434026,Skincare,Quality,1386392,50
makeup,0.026556467748150406,Skincare,Quality,1386392,50
tried,0.02565590244116438,Skincare,Quality,1386392,50
lips,0.025292002210606502,Skincare,Quality,1386392,50
definitely,0.02471486861270627,Skincare,Quality,1386392,50
better,0.024211488013436314,Skincare,Quality,1386392,50
moisturizing,0.02375092474457499,Skincare,Quality,1386392,50
amazing,0.022936351848304358,Skincare,Quality,1386392,50
light,0.0227293492449029,Skincare,Quality,1386392,50
greasy,0.021658143286397924,Skincare,Quality,1386392,50
work,0.02139191046386496,Skincare,Quality,1386392,50
serum,0.020337987058300623,Skincare,Quality,1386392,50
few,0.019700461903881097,Skincare,Quality,1386392,50
super,0.018799867028454,Skincare,Quality,1386392,50
mask,0.018519727090653082,Skincare,Quality,1386392,50
acne,0.01836394175610177,Skincare,Quality,1386392,50
shower,0.018294700389639564,Skincare,Quality,1386392,50
need,0.018291223935907097,Skincare,Quality,1386392,50
night,0.01816623606884008,Skincare,Quality,1386392,50
keep,0.018094606823018496,Skincare,Quality,1386392,50
lot,0.01787491672428666,Skincare,Quality,1386392,50
found,0.017326056273070736,Skincare,Quality,1386392,50
fragrance,0.01730340049767641,Skincare,Quality,1386392,50
last,0.01702074334509284,Skincare,Quality,1386392,50
natural,0.016622481627999543,Skincare,Quality,1386392,50
look,0.01656282522785094,Skincare,Quality,1386392,50
ingredients,0.015580516566345364,Skincare,Quality,1386392,50
used,0.05913953086244844,Sun Protection,Packaging,6381,50
light,0.05660758410010426,Sun Protection,Packaging,6381,50
little,0.05454254396986141,Sun Protection,Packaging,6381,50
spf,0.04822585517700485,Sun Protection,Packaging,6381,50
greasy,0.03974126599085491,Sun Protection,Packaging,6381,50
works,0.03943396846377088,Sun Protection,Packaging,6381,50
tinted,0.03934246256078071,Sun Protection,Packaging,6381,50
look,0.038467096811656165,Sun Protection,Packaging,6381,50
makeup,0.03756096630367867,Sun Protection,Packaging,6381,50
protection,0.035786042094004836,Sun Protection,Packaging,6381,50
tint,0.0338578422331857,Sun Protection,Packaging,6381,50
smell,0.03371451794723544,Sun Protection,Packaging,6381,50
easy,0.033403894237773485,Sun Protection,Packaging,6381,50
tried,0.03160404763713341,Sun Protection,Packaging,6381,50
small,0.030518628280873025,Sun Protection,Packaging,6381,50
cast,0.029722431720676807,Sun Protection,Packaging,6381,50
wear,0.029616497190800724,Sun Protection,Packaging,6381,50
work,0.02952043205063644,Sun Protection,Packaging,6381,50
sunscreens,0.029095629913449605,Sun Protection,Packaging,6381,50
sensitive,0.027867670395608526,Sun Protection,Packaging,6381,50
perfect,0.027758973561067556,Sun Protection,Packaging,6381,50
price,0.027533568443251322,Sun Protection,Packaging,6381,50
foundation,0.02748965288548222,Sun Protection,Packaging,6381,50
thick,0.026925155964738566,Sun Protection,Packaging,6381,50
moisturizer,0.026373025476784988,Sun Protection,Packaging,6381,50
coverage,0.02618353706573699,Sun Protection,Packaging,6381,50
better,0.02600377157541552,Sun Protection,Packaging,6381,50
recommend,0.02578185787604535,Sun Protection,Packaging,6381,50
tone,0.024754224198952405,Sun Protection,Packaging,6381,50
long,0.024683236230418414,Sun Protection,Packaging,6381,50
dark,0.0244805802827865,Sun Protection,Packaging,6381,50
easily,0.02423686014609899,Sun Protection,Packaging,6381,50
definitely,0.023922315016530898,Sun Protection,Packaging,6381,50
need,0.0238034502941172,Sun Protection,Packaging,6381,50
fair,0.02375470670751122,Sun Protection,Packaging,6381,50
looks,0.023637456566376454,Sun Protection,Packaging,6381,50
most,0.022373906836245735,Sun Protection,Packaging,6381,50
scent,0.022372759023261198,Sun Protection,Packaging,6381,50
last,0.022305432309867045,Sun Protection,Packaging,6381,50
pump,0.022244163941359137,Sun Protection,Packaging,6381,50
tube,0.021772226062321518,Sun Protection,Packaging,6381,50
zinc,0.02035288170137844,Sun Protection,Packaging,6381,50
natural,0.020342117079135823,Sun Protection,Packaging,6381,50
cream,0.020030749589880777,Sun Protection,Packaging,6381,50
ingredients,0.019811104580042854,Sun Protection,Packaging,6381,50
lot,0.019597908917962828,Sun Protection,Packaging,6381,50
want,0.01878044392001077,Sun Protection,Packaging,6381,50
found,0.01863169362037891,Sun Protection,Packaging,6381,50
powder,0.018341741267682,Sun Protection,Packaging,6381,50
mineral,0.01800158761889017,Sun Protection,Packaging,6381,50
protection,0.25401146661749335,Sun Protection,Packing,4871,50
used,0.0636878690161316,Sun Protection,Packing,4871,50
spf,0.0514289817715053,Sun Protection,Packing,4871,50
greasy,0.045045680047337285,Sun Protection,Packing,4871,50
light,0.0442682003136637,Sun Protection,Packing,4871,50
easy,0.04011959433626759,Sun Protection,Packing,4871,50
makeup,0.03925051230854525,Sun Protection,Packing,4871,50
works,0.03632925278861216,Sun Protection,Packing,4871,50
sensitive,0.0358050979995481,Sun Protection,Packing,4871,50
little,0.03515960043772597,Sun Protection,Packing,4871,50
provides,0.03403675459065201,Sun Protection,Packing,4871,50
moisturizer,0.03379853801170149,Sun Protection,Packing,4871,50
smell,0.031391406702448894,Sun Protection,Packing,4871,50
need,0.031020371524345548,Sun Protection,Packing,4871,50
recommend,0.030241388239454024,Sun Protection,Packing,4871,50
delivery,0.02831411065480252,Sun Protection,Packing,4871,50
daily,0.02765188755573606,Sun Protection,Packing,4871,50
perfect,0.027030567957287845,Sun Protection,Packing,4871,50
gives,0.026864647802042077,Sun Protection,Packing,4871,50
long,0.026583135173854525,Sun Protection,Packing,4871,50
scent,0.026341300388471954,Sun Protection,Packing,4871,50
wear,0.026206727341076926,Sun Protection,Packing,4871,50
look,0.025518697734198847,Sun Protection,Packing,4871,50
tube,0.025151978695262457,Sun Protection,Packing,4871,50
zinc,0.025130433174420045,Sun Protection,Packing,4871,50
cast,0.02484648697641217,Sun Protection,Packing,4871,50
coverage,0.024569084153089355,Sun Protection,Packing,4871,50
moisturizing,0.024043849893726415,Sun Protection,Packing,4871,50
tried,0.02344473397017049,Sun Protection,Packing,4871,50
tint,0.02299681500299902,Sun Protection,Packing,4871,50
easily,0.022661670816761473,Sun Protection,Packing,4871,50
sunscreens,0.022012960373587732,Sun Protection,Packing,4871,50
definitely,0.021739874621046335,Sun Protection,Packing,4871,50
foundation,0.021582230711163896,Sun Protection,Packing,4871,50
better,0.021546800626631592,Sun Protection,Packing,4871,50
cream,0.021286540774333063,Sun Protection,Packing,4871,50
recommended,0.021014655391349935,Sun Protection,Packing,4871,50
price,0.020673403864892064,Sun Protection,Packing,4871,50
thick,0.020549802191483002,Sun Protection,Packing,4871,50
work,0.02044085085259431,Sun Protection,Packing,4871,50
tinted,0.020182788424223608,Sun Protection,Packing,4871,50
most,0.019473737455838743,Sun Protection,Packing,4871,50
mineral,0.018653324097895305,Sun Protection,Packing,4871,50
leaves,0.018344209862673894,Sun Protection,Packing,4871,50
found,0.018210280314892902,Sun Protection,Packing,4871,50
enough,0.017339041322847103,Sun Protection,Packing,4871,50
burn,0.016990457140063267,Sun Protection,Packing,4871,50
rub,0.016578025415049175,Sun Protection,Packing,4871,50
lot,0.016369706044094615,Sun Protection,Packing,4871,50
ingredients,0.015963519143407878,Sun Protection,Packing,4871,50
oily,0.08663601381752786,Sun Protection,Quality,41127,50
dry,0.06727364155890934,Sun Protection,Quality,41127,50
smooth,0.05272787351320833,Sun Protection,Quality,41127,50
greasy,0.0526645682186491,Sun Protection,Quality,41127,50
used,0.05239996679452904,Sun Protection,Quality,41127,50
protection,0.05180313360402649,Sun Protection,Quality,41127,50
spf,0.05090887939104711,Sun Protection,Quality,41127,50
makeup,0.04875545159813413,Sun Protection,Quality,41127,50
light,0.04835289943991752,Sun Protection,Quality,41127,50
little,0.04625883870980692,Sun Protection,Quality,41127,50
sensitive,0.04406146910854287,Sun Protection,Quality,41127,50
cast,0.04273098030157817,Sun Protection,Quality,41127,50
works,0.0427095323354663,Sun Protection,Quality,41127,50
moisturizer,0.04182934497544764,Sun Protection,Quality,41127,50
smell,0.04104855525658549,Sun Protection,Quality,41127,50
look,0.039413068825896395,Sun Protection,Quality,41127,50
sunscreens,0.037580548040315555,Sun Protection,Quality,41127,50
recommend,0.03537013218889061,Sun Protection,Quality,41127,50
leaves,0.03510031980886259,Sun Protection,Quality,41127,50
tried,0.03356644970052735,Sun Protection,Quality,41127,50
easy,0.03295643797746691,Sun Protection,Quality,41127,50
wear,0.030073994397661452,Sun Protection,Quality,41127,50
price,0.029143482743376314,Sun Protection,Quality,41127,50
tint,0.029001374809895796,Sun Protection,Quality,41127,50
scent,0.0283738032155218,Sun Protection,Quality,41127,50
tinted,0.027430535354152328,Sun Protection,Quality,41127,50
work,0.027203527260146698,Sun Protection,Quality,41127,50
coverage,0.027021636484437395,Sun Protection,Quality,41127,50
foundation,0.026628515352396912,Sun Protection,Quality,41127,50
super,0.02602880846800288,Sun Protection,Quality,41127,50
long,0.025685244058098605,Sun Protection,Quality,41127,50
need,0.025014709979993093,Sun Protection,Quality,41127,50
thick,0.024910780008746043,Sun Protection,Quality,41127,50
definitely,0.024825491853997572,Sun Protection,Quality,41127,50
easily,0.024650278337401993,Sun Protection,Quality,41127,50
perfect,0.024323383543857817,Sun Protection,Quality,41127,50
moisturizing,0.023687341468279027,Sun Protection,Quality,41127,50
better,0.02353146151170578,Sun Protection,Quality,41127,50
matte,0.0233611686174733,Sun Protection,Quality,41127,50
most,0.023213197435014425,Sun Protection,Quality,41127,50
daily,0.023172664906570942,Sun Protection,Quality,41127,50
mineral,0.022865341984744384,Sun Protection,Quality,41127,50
found,0.02272261098456691,Sun Protection,Quality,41127,50
cream,0.022494093179009498,Sun Protection,Quality,41127,50
lot,0.022250724685582788,Sun Protection,Quality,41127,50
pretty,0.022198145451504604,Sun Protection,Quality,41127,50
looks,0.02194580806323918,Sun Protection,Quality,41127,50
ingredients,0.021686195993134136,Sun Protection,Quality,41127,50
sunblock,0.021439448875954455,Sun Protection,Quality,41127,50
few,0.020442318796491905,Sun Protection,Quality,41127,50
